,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Slope From SSURGO,Slope From USGS Elevation Data,Bulk Density,Slope Length/USLE L Factor,Deepest Soil Horizon Layer,Organic Matter,pH,Saturated Hydraulic Conductivity,7-Day Maximum Precipitation,Runoff,Erodibility,Depth to Upper Horizon Boundary,Total Depth of Soil,2-Month Average Precipitation,62-Day Average Precipitation,Available Water Capacity,Brooks-Corey Theta 33,Hydrologic Group,Longitude,Latitude,Stability,Saturation Difference after Precipitation,Wetting Front,Runoff_CN,event_date,max_1_day_prcp,max_3_day_prcp,max_7_day_prcp,max_14_day_prcp,avg_30_day_prcp,avg_60_day_prcp,avg_90_day_prcp,avg_365_day_prcp,max_1_day_prcp_mean_flux,max_3_day_prcp_mean_flux,max_7_day_prcp_mean_flux,max_14_day_prcp_mean_flux,avg_30_day_prcp_mean_flux,avg_60_day_prcp_mean_flux,avg_90_day_prcp_mean_flux,avg_365_day_prcp_mean_flux,Runoff_CN_Best,max_1_day_prcp_mean_flux_nc,max_3_day_prcp_mean_flux_nc,max_7_day_prcp_mean_flux_nc,max_14_day_prcp_mean_flux_nc,avg_30_day_prcp_mean_flux_nc,avg_60_day_prcp_mean_flux_nc,avg_90_day_prcp_mean_flux_nc,avg_365_day_prcp_mean_flux_nc
910,910,910,128,128,128,2.0,3.3275747299194336,1.2,,1.0,5.0,6.7,9.0,0.8,,,0.0,25.0,20.33333333333333,0.5396825396825397,0.18,30.4,4.0,-98.526752,44.616571,1.0,14.8,,,2020-03-07,0.0,0.0,0.8,1.0,0.7612903225806452,0.5573770491803278,0.7208791208791209,2.550819672131148,2.1115547e-05,2.1115547e-05,2.1115547e-05,0.0003008035,6.126731022959575e-05,4.446919047040865e-05,3.9799630030756816e-05,2.293057696078904e-05,0.0,2.6971034458256327e-05,8.990345122583676e-06,5.9234953369013965e-06,2.9617476684506983e-06,3.3429303130105836e-06,2.0147101622569608e-06,2.3184175006463192e-06,8.630790034658276e-06
911,911,911,59,59,59,2.0,0.9606525897979736,1.25,46.0,5.0,0.25,7.9,0.7,3.0,,,84.0,203.0,9.266666666666666,0.3587301587301587,0.12,43.3,5.0,-95.308439,48.885379,1.0,9.1,40.0,,2020-03-10,0.0,0.0,3.0,3.0,0.2870967741935483,0.3508196721311475,0.4164835164835164,1.88728813559322,3.11599e-06,3.5405612e-06,5.9782415e-05,0.0001558683,3.485575143713504e-05,2.690299515961669e-05,2.2929560145712458e-05,1.811190668377094e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.3750992877703538e-07,2.6828349746210733e-06,1.5666106264689006e-05
912,912,912,442,442,442,2.0,17.399911880493164,1.46,23.0,2.0,1.12,4.5,9.0,27.2,,0.0,0.0,20.0,244.3333333333333,6.131746031746032,0.17,29.4,3.0,-86.988828,34.68642,1.0,13.0,305.0,,2020-03-19,0.0,3.3,27.2,27.2,4.958064516129033,6.055737704918032,7.364835164835164,3.8909836065573766,2.4585778e-10,3.1762413e-06,2.3547098e-05,4.972087e-05,9.85480801318772e-06,1.526157939224504e-05,2.474769644322805e-05,1.2156817319919355e-05,0.0,0.00015278704813681543,5.092901483294554e-05,2.6507581424084492e-05,3.45865119015798e-05,2.7488471459946595e-05,3.54396688635461e-05,4.089226058567874e-05,4.3571159039856866e-05
913,913,913,173,173,173,2.0,6.397239208221436,1.7,46.0,4.5,0.25,7.5,0.92,21.3,3.0,1.0,64.0,76.0,104.33333333333331,3.0000000000000004,0.08,27.6,5.0,-84.325695,39.745438,1.0,13.7,200.0,0.0,2020-03-21,16.8,21.3,21.3,21.3,4.17741935483871,3.024590163934427,3.232967032967033,2.6784153005464484,9.578514e-06,9.578514e-06,1.9365221e-05,4.868851e-05,1.0544053111516403e-05,1.3452789971779566e-05,2.366575245105196e-05,1.6847239749040455e-05,0.0,3.412780642975122e-05,1.1375935173418839e-05,4.875400918535888e-06,4.553986946120858e-05,2.664735984581057e-05,2.0740968466270715e-05,2.0688377844635397e-05,3.5500423109624535e-05
914,914,914,522,522,522,2.0,5.228415012359619,1.23,,2.0,3.0,6.7,9.0,0.0,,,0.0,25.0,0.0,0.0079365079365079,0.21,29.3,4.0,-98.325309,43.884448,1.0,13.9,,,2020-04-04,0.0,0.0,0.0,0.3,0.0272727272727272,0.0354166666666666,0.0239436619718309,1.1824,1.8385643e-10,8.5063184e-05,8.5063184e-05,0.00039482155,5.914902067161165e-05,6.043814573786221e-05,5.170571603230201e-05,2.4182218112400733e-05,0.0,0.0,4.425846054800786e-05,1.89679121831432e-05,9.4839560915716e-06,1.5051199625304434e-05,9.403115655004513e-06,7.847363121982198e-06,1.0792878128995653e-05
915,915,915,35,35,35,35.0,62.42745971679688,1.35,15.0,2.0,1.5,7.2,2.82,0.0,5.0,1.0,0.0,10.0,0.0,0.0,0.14,27.5,6.0,-108.739006,35.405897,1.0,10.3,,0.0,2020-04-09,0.0,0.0,0.0,0.0,0.1708333333333333,0.3379999999999999,0.3263157894736842,0.2369718309859154,2.6331148e-07,3.2598653e-06,9.747153e-06,7.407808e-05,8.39413951325696e-06,8.413758223468903e-06,2.0949288227711804e-05,1.2397174941725098e-05,0.0,0.0,0.0,9.630725799070206e-07,1.4297941106633516e-06,6.787192432966549e-06,8.212979992094915e-06,1.3588808542408515e-05,1.0909861885011196e-05
916,916,916,155,155,155,1.0,3.303496837615967,1.43,,1.0,0.5,7.5,2.21,0.0,,,91.0,152.0,28.666666666666668,1.1492063492063491,0.14,30.4,5.0,-96.717249,43.305132,1.0,12.0,,,2020-04-23,0.0,0.0,0.0,15.0,1.6483870967741936,1.1868852459016397,0.8582417582417582,2.367213114754098,3.6589358e-06,5.453884e-05,0.00011536931,0.00017564518,6.277910870267078e-05,5.987560871290043e-05,5.503657666849904e-05,2.8349981221253984e-05,0.0,0.0,8.054883437580429e-06,5.9574649640126154e-05,3.4297667298233137e-05,2.827615026035346e-05,1.6209522073040716e-05,1.143554527516244e-05,1.1132146937598009e-05
917,917,917,203,203,203,1.0,4.081504821777344,1.5,61.0,2.0,5.0,7.0,2.82,0.3,0.0,0.0,0.0,28.0,0.0,0.4888888888888889,0.21,35.0,5.0,-84.428613,40.766999,1.0,2.4,76.0,0.0,2020-04-28,3.2,3.2,3.2,3.2,1.4681818181818185,2.2195121951219514,2.259322033898305,1.5680933852140078,2.5561744e-06,1.747148e-05,0.0001420669,0.0001420669,3.673072569654323e-05,2.2889837055117823e-05,2.016265716520138e-05,1.53275814227527e-05,0.0,0.0,4.5223376218928024e-05,2.1690457288059406e-05,1.1906192412425298e-05,2.5570136131136678e-05,1.6433539713034406e-05,1.7724350982462056e-05,3.1587267585564405e-05
918,918,918,223,223,223,6.0,7.198270797729492,1.65,38.0,2.0,2.0,6.3,92.0,0.0,,,0.0,20.0,0.0,0.0,0.08,16.6,0.0,-94.955033,46.818264,1.0,8.299999,30.0,,2020-05-08,0.0,0.0,1.1,5.2,0.344,0.6191489361702128,0.4279411764705882,0.8273809523809523,8.9520324e-10,1.02363e-06,0.00011669044,0.00013021685,3.2372037821915e-05,2.8919004762428813e-05,2.9801534765283577e-05,1.9359526049811396e-05,0.0,0.0,0.0,2.1872522211197065e-06,3.4143215543736005e-06,2.4431321435258724e-05,2.1413256035884842e-05,1.4367283256433439e-05,1.7418582501704805e-05
919,919,919,196,196,196,11.0,40.54854965209961,1.4,30.0,2.0,1.5,7.9,9.0,0.0,3.0,,0.0,15.0,0.0,0.0,0.22,28.8,2.0,-99.839781,39.508091,1.0,15.1,,0.0,2020-05-09,0.0,1.8,3.8,3.8,0.2961538461538461,0.1729166666666666,0.1169014084507042,1.1858108108108107,1.1351029e-05,0.00014294047,0.00014294047,0.00014294047,1.6442065316368826e-05,1.5386720406240784e-05,1.3903547369409353e-05,1.8164648281526752e-05,0.0,9.540101018501446e-06,0.00011236613499931991,8.821229130262509e-05,4.802096736966632e-05,3.0576702556572855e-05,1.8319024093216285e-05,1.3562431377067696e-05,1.2316590073169209e-05
920,920,920,310,310,310,1.0,6.94207239151001,1.5,30.0,2.0,0.9,5.7,28.0,1.8,0.0,1.0,0.0,18.0,0.0,0.0761904761904761,0.15,19.7,6.0,-97.760787,38.026244,1.0,9.700001,61.0,0.0,2020-05-13,8.4,18.6,18.6,18.6,2.1655172413793102,1.5909090909090913,1.50126582278481,1.5082539682539684,6.174632e-06,8.329646e-05,9.210209e-05,9.210209e-05,1.44646801345516e-05,1.1512407581903972e-05,9.472349120187571e-06,1.3839076927979477e-05,0.0,0.0,4.381594862934435e-06,2.1585730792139657e-05,2.8242577172932215e-05,2.7253870939603075e-05,2.250617581012193e-05,1.9510309357428923e-05,2.432112341921311e-05
921,921,921,280,280,280,1.0,3.042155504226685,1.38,30.0,2.0,2.0,6.0,9.0,38.9,,0.0,0.0,20.0,130.66666666666666,5.201587301587301,0.2,27.5,4.0,-96.02793,36.269542,1.0,15.5,61.0,,2020-05-15,38.9,38.9,38.9,38.9,5.4064516129032265,4.972131147540983,3.776923076923077,4.235245901639344,1.555531e-12,0.00013633232,0.00022040246,0.00022040246,1.868261460913345e-05,1.681410321907606e-05,1.4572457075701095e-05,1.4394814570550809e-05,,0.0,0.0,2.904321809182875e-05,4.399370664032176e-05,5.906099613639526e-05,3.906669735442847e-05,3.0008690373506397e-05,3.628953345469199e-05
922,922,922,220,220,220,5.0,24.265300750732425,1.36,61.0,2.0,3.3,6.0,0.55,12.5,5.0,1.0,0.0,31.0,81.33333333333333,3.333333333333333,0.22,32.8,5.0,-93.795552,39.897478,1.0,13.4,13.0,0.0,2020-05-24,12.5,12.5,12.5,62.3,4.422580645161292,3.544262295081968,3.7351648351648334,3.662841530054645,4.460722e-10,1.8230348e-05,1.8230348e-05,4.6002417e-05,1.3864721040590666e-05,1.6414358469774015e-05,1.3887148270441683e-05,1.7905183995026164e-05,0.49212625,0.0005142508307471871,0.00025963273947127163,0.00013521786604542285,9.174672595690936e-05,7.078619819367304e-05,4.3912892579101026e-05,3.6668465327238664e-05,3.433644451433793e-05
923,923,923,201,201,201,1.0,15.95998191833496,1.2,30.0,2.0,1.0,7.9,0.21,17.8,0.0,0.0,15.0,46.0,60.0,1.5793650793650793,0.16,42.5,6.0,-100.174075,31.424841,1.0,,,0.0,2020-05-27,1.5,5.1,17.8,21.1,1.806451612903226,1.6311475409836065,1.9648351648351647,1.2568306010928962,1.872562e-06,1.872562e-06,1.872562e-06,3.499187e-06,2.221599118001905e-07,2.259017719552503e-06,1.7236944813703303e-06,4.106980668439064e-06,0.0,0.0,0.0,5.863573824171908e-05,5.8399826230015606e-05,5.3046394896227866e-05,2.7242989744991064e-05,1.9967557818745263e-05,1.5153302229009569e-05
924,924,924,65,65,65,24.0,15.377252578735352,1.59,27.0,2.0,0.75,6.5,92.0,0.0,2.0,,0.0,13.0,51.66666666666666,1.761904761904762,0.08,10.0,0.0,-100.383352,41.136186,1.0,6.3,92.0,0.0,2020-06-02,0.0,0.0,0.0,11.9,2.835483870967742,1.819672131147541,1.6153846153846154,1.6808743169398908,1.3730856e-06,1.3730856e-06,1.3730856e-06,3.947995e-05,1.6756670447648503e-05,3.37383862643037e-05,3.242717139073648e-05,2.189335282309912e-05,0.0,0.0,0.0,1.4333849321701564e-05,4.82471841678489e-05,4.711242581834085e-05,4.3042931793024763e-05,2.980473800562322e-05,1.5112951587070711e-05
925,925,925,577,577,577,15.0,11.236231803894045,1.5,30.0,1.0,0.25,5.0,9.17,12.5,1.0,1.0,107.0,153.0,0.0,0.2222222222222222,0.13,26.9,0.0,-92.389427,32.573804,1.0,6.4,,0.0,2020-06-11,12.5,12.5,12.5,12.5,3.075,2.484444444444444,2.0069444444444446,1.6872262773722626,3.629576e-10,1.733629e-05,4.6807432e-05,4.6807432e-05,9.973552550945897e-06,5.304090791469207e-06,5.483045242726803e-06,8.186819286493119e-06,0.0,3.1246647267835215e-05,2.8701799237751402e-05,1.2300771231821273e-05,6.150385615910636e-06,0.00012169371620984748,9.354182839160785e-05,0.00011067275772802532,5.258612509351224e-05
926,926,926,504,504,504,1.0,3.114683151245117,1.35,30.0,2.0,3.0,7.5,0.92,22.4,,,20.0,33.0,81.33333333333333,1.7634920634920637,0.15,34.7,5.0,-97.072719,46.987242,1.0,15.1,185.0,,2020-07-13,0.0,4.3,22.4,22.4,2.041935483870968,1.7344262295081965,1.5923076923076924,1.674590163934426,3.9906936e-05,3.9906936e-05,4.0555013e-05,4.0555013e-05,2.861395296349656e-05,3.4497625165386125e-05,3.287307845312171e-05,2.0564704755088314e-05,0.0,0.0,5.319704723660834e-05,2.2798734789830633e-05,4.6692519390489906e-05,4.3762483983300626e-05,3.08905218844302e-05,3.005081816809252e-05,1.4631290468969382e-05
927,927,927,506,506,506,8.0,34.35064697265625,1.65,,5.0,0.1,6.8,20.0,46.2,2.0,,119.0,183.0,69.93333333333334,3.131746031746032,0.08,22.0,1.0,-75.320229,44.709826,1.0,,,0.0,2020-07-17,5.4,10.6,46.2,46.2,3.887096774193549,3.234426229508197,2.864835164835165,2.789071038251366,9.9125624e-05,9.9125624e-05,9.9125624e-05,9.9125624e-05,1.6887421224964783e-05,2.485046024958137e-05,3.325089710415341e-05,2.954049523395952e-05,0.0,0.0,0.0,2.8521058993646875e-05,1.559458723932039e-05,3.481372186797671e-05,4.115297633688897e-05,3.4114600566681474e-05,3.202485095243901e-05
928,928,928,161,161,161,5.0,11.326493263244627,1.56,46.0,2.0,2.0,5.5,92.0,14.7,0.0,1.0,0.0,13.0,97.66666666666669,4.342857142857143,0.08,11.3,0.0,-82.599904,28.221426,1.0,6.1,,0.0,2020-07-31,0.0,3.0,14.7,14.7,3.629032258064516,4.477049180327868,3.2109890109890107,3.1248633879781416,4.6540232e-14,4.6540232e-14,4.6540232e-14,8.606664e-11,2.8646665484188816e-08,2.3561171929031843e-06,1.7074877405320876e-06,2.558215101089445e-06,0.0,8.716503543837462e-06,0.0001640626578591764,0.00012850637722294778,8.230255480157211e-05,9.470035729464144e-05,5.8806544984690845e-05,4.8571342631476e-05,3.30806833517272e-05
929,929,929,409,409,409,3.0,33.50820541381836,1.35,,4.0,0.75,6.6,9.17,0.0,,1.0,42.0,70.0,0.0,0.1492063492063492,0.18,28.2,4.0,-95.612821,44.495282,1.0,13.5,10.0,,2020-08-06,8.1,8.1,8.1,8.1,1.526923076923077,1.9603773584905664,1.757746478873239,1.2502262443438912,1.2906727e-11,8.338246e-06,8.338246e-06,8.338246e-06,5.284898634272395e-06,1.858405994425993e-05,2.2626398276770487e-05,2.959145240311045e-05,,0.0,0.0,0.0,1.9948869521613233e-05,1.613039603398647e-05,2.69402407866437e-05,2.8533555450849235e-05,1.563056321174372e-05
930,930,930,284,284,284,10.0,25.96560287475586,1.68,65.0,2.0,1.25,4.5,92.0,35.1,4.0,1.0,0.0,18.0,128.33333333333334,4.214285714285714,0.08,19.7,5.0,-78.729619,36.101887,1.0,,,0.0,2020-08-22,0.3,27.2,35.1,35.1,6.883870967741936,4.352459016393443,4.130769230769231,3.1844262295081966,2.8151794e-15,7.833476e-06,7.833476e-06,7.833476e-06,7.70957512941095e-07,7.403547897411045e-06,6.059477072994923e-06,1.5189660189207643e-05,0.0,2.2735745005775243e-05,7.578581517009297e-06,3.2479636047355598e-06,1.1834255928988568e-05,2.2707556126988493e-05,4.700891440734267e-05,5.339915514923632e-05,4.3724947317969054e-05
931,931,931,244,244,244,9.0,48.24599456787109,1.53,65.0,2.0,1.5,6.5,3.0,0.0,4.0,2.0,0.0,13.0,0.0,2.228571428571428,0.16,32.0,6.0,-92.911315,40.132987,1.0,12.5,83.0,0.0,2020-08-23,0.0,0.0,0.0,16.3,2.393103448275862,3.5745762711864404,3.985227272727273,3.473111782477341,2.1964897e-12,7.2231074e-08,7.2231074e-08,7.2231074e-08,3.283128364728327e-07,5.360542445487226e-07,3.109182898697327e-06,1.4457667020906229e-05,0.0,0.0,3.9961636502994224e-05,2.622730789880734e-05,4.2460913391551e-05,4.4049080315744504e-05,5.201754538575187e-05,5.0028196710627526e-05,4.150080349063501e-05
932,932,932,462,462,462,17.0,29.29328727722168,1.34,21.0,2.0,2.0,7.3,9.0,0.3,3.0,1.0,0.0,10.0,0.0,0.1285714285714286,0.22,29.6,2.0,-99.008551,41.358751,1.0,14.3,,0.0,2020-08-28,0.3,0.3,0.3,1.9,0.3535714285714286,1.6672727272727272,1.3405063291139243,0.6665467625899281,3.479288e-05,3.479288e-05,3.479288e-05,3.479288e-05,3.1757799661136232e-06,2.6288419121556217e-06,8.371205694857053e-06,2.173032407881692e-05,0.0,2.5064720830414444e-05,8.35490664030658e-06,3.5806745017907815e-06,4.017972241854295e-05,2.8823389584431425e-05,2.551852594478987e-05,3.248630673624575e-05,1.793032970454078e-05
933,933,933,573,573,573,1.0,0.9488868713378906,1.18,30.0,2.0,4.0,7.1,0.5,2.7,4.0,1.0,0.0,29.0,0.0,0.065079365079365,0.12,43.5,6.0,-95.382023,29.152963,1.0,,,0.0,2020-08-30,0.0,2.7,10.4,10.4,0.6714285714285715,1.068627450980392,1.098684210526316,1.8416058394160584,4.339912e-18,9.215982e-06,9.215982e-06,9.215982e-06,4.6610912818323413e-07,2.526653304357751e-07,2.359036898269551e-06,2.79168716588174e-06,0.0,0.0,1.4413075405173004e-05,6.17703244643053e-06,6.1502482822106685e-06,1.3110862710163929e-05,3.75024501408916e-05,2.639132071635686e-05,3.5227989428676665e-05
934,934,934,264,264,264,15.0,69.08442687988281,1.8,30.0,5.0,0.25,5.6,0.5,1.4,,,56.0,165.0,88.93333333333334,2.2,0.05,15.1,6.0,-71.569553,44.952971,1.0,11.8,159.0,,2020-09-12,0.0,1.4,1.4,11.0,1.3258064516129031,2.1311475409836067,2.6901098901098903,3.0909340659340656,4.91357e-07,5.5574503e-07,2.8270786e-05,0.00013032556,8.380913641303778e-06,7.037565865175566e-06,1.0691445822885726e-05,2.7504491299623623e-05,0.0,4.0604547393741086e-05,4.359395825304091e-05,5.184310793993063e-05,0.0001226601452799514,7.249649934237823e-05,5.8890705986414105e-05,6.534087151521817e-05,4.31223088526167e-05
935,935,935,531,531,531,2.0,2.1984095573425293,1.45,,1.0,0.5,8.2,0.91,0.0,,,0.0,30.0,0.0,0.0,0.13,33.7,4.0,-115.437164,33.032728,1.0,5.900002,,,2020-09-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2645251396648044,1.09707514e-10,2.5176487e-06,6.716795e-05,6.716795e-05,6.892117653478636e-06,3.535759788064752e-06,6.616887276322814e-06,6.764562840544386e-06,0.0,0.0,0.0,0.0,0.0,0.0,6.287170890573179e-07,1.2934118558405316e-06,1.9905921817553462e-06
936,936,936,521,521,521,5.0,33.75168228149414,1.5,61.0,4.0,1.5,5.8,2.7,0.0,2.0,0.0,66.0,200.0,75.10000000000001,2.77936507936508,0.15,33.8,4.0,-93.80631,40.296568,1.0,12.3,35.0,0.0,2020-09-25,0.0,0.0,0.0,34.0,2.793548387096774,2.918333333333333,3.1577777777777776,2.954213483146067,5.3695653e-06,2.4470535e-05,2.4470535e-05,2.4470535e-05,1.086893826141022e-05,5.598625193670159e-06,3.980345809395658e-06,1.5033544514153618e-05,0.0,0.0,0.0,0.0,4.99915040563792e-05,4.149019514443353e-05,5.2667750424006954e-05,5.176675404072739e-05,3.237810960854404e-05
937,937,937,530,530,530,1.0,4.3879876136779785,1.5,61.0,2.0,5.0,7.0,2.82,0.0,0.0,0.0,0.0,28.0,0.0,0.0666666666666666,0.21,35.0,5.0,-85.471514,40.463546,1.0,10.2,185.0,0.0,2020-10-19,,0.0,5.7,5.7,0.444,0.5777777777777777,1.3775,1.1733082706766915,4.69383e-06,4.69383e-06,7.861875e-06,7.861875e-06,4.4629118747252505e-06,6.811941148043843e-06,4.649933998734923e-06,1.423399407940451e-05,0.0,0.0,0.0,5.370385042624548e-05,3.467794522293843e-05,1.8803526472765952e-05,3.247648783144541e-05,3.381808346603066e-05,2.991551264130976e-05
938,938,938,487,487,487,6.0,9.392489433288574,1.58,61.0,4.5,0.1,4.6,9.0,12.7,,1.0,165.0,203.0,0.0,0.3761904761904762,0.15,26.4,0.0,-77.745872,35.908381,1.0,8.0,127.0,,2020-11-02,15.7,15.7,15.7,15.7,1.6035714285714284,2.4924528301886792,2.880246913580247,2.234983498349836,3.3187253e-12,8.061266e-07,7.0464584e-06,0.00010883721,1.0270294296788052e-05,9.98969244392356e-06,8.681970030011144e-06,1.536982017569244e-05,,0.0,7.68472091294825e-06,3.2934517548710573e-06,6.514815140690189e-06,2.8603542887140065e-05,1.578063347551506e-05,1.545245322631672e-05,3.897693022736348e-05
939,939,939,34,34,34,10.0,2.9752209186553955,1.6,,5.0,0.25,8.0,9.17,0.3,,2.0,140.0,200.0,0.0,0.0047619047619047,0.18,27.6,2.0,-94.31733,43.342706,1.0,14.4,155.0,,2020-11-04,0.0,0.0,0.3,0.3,1.5047619047619047,2.02,1.5770833333333334,1.2945544554455446,7.5142816e-06,7.5142816e-06,0.00013932002,0.00019953969,2.393615977780428e-05,1.3870875591237564e-05,1.656328640819993e-05,3.4390210203127936e-05,0.0,0.0,3.195005774614401e-06,1.369288156638504e-06,1.7581662177690305e-05,3.5441793443169445e-05,3.590295818867162e-05,4.0346563764614984e-05,2.6026542400359176e-05
940,940,940,478,478,478,12.0,37.9591178894043,1.4,38.0,2.0,1.0,5.9,9.17,93.0,5.0,3.0,0.0,10.0,108.0,3.0698412698412696,0.21,28.7,6.0,-87.459675,37.824144,1.0,15.1,,0.0,2020-11-05,0.0,0.0,93.0,93.0,5.606451612903225,3.170491803278688,3.4571428571428573,4.419125683060109,2.3604491e-06,1.20358345e-05,2.754435e-05,0.00014573515,1.8038386770058423e-05,1.0213301720796151e-05,8.52049470267957e-06,1.2847959624195935e-05,0.0,0.0,0.0,6.001015663059661e-06,1.8187687601312064e-05,6.619051418965682e-05,4.782291580340825e-05,3.978010863647796e-05,4.185012949164957e-05
941,941,941,331,331,331,1.0,14.832630157470703,1.4,,5.0,0.5,7.5,0.22,1.2,,,118.0,200.0,14.366666666666667,0.5047619047619047,0.14,38.9,5.0,-97.534359,48.920185,1.0,11.4,200.0,,2020-11-18,0.5,0.5,1.2,1.2,0.332258064516129,0.4868852459016393,0.5538461538461539,1.0549180327868852,1.5203282e-06,6.189986e-05,0.00017515503,0.00017515503,4.1873914597090334e-05,2.3923292246763594e-05,1.867280479928013e-05,2.187467362091411e-05,,0.0,0.0,0.0,0.0,9.125305950874463e-06,1.8909880964201875e-05,1.407526451657759e-05,1.3214811588113662e-05
942,942,942,502,502,502,4.0,24.78067398071289,1.57,91.0,2.0,1.75,5.0,28.0,0.3,,1.0,0.0,20.0,110.66666666666669,3.6333333333333337,0.12,22.1,4.0,-78.467081,35.969566,1.0,15.8,15.0,,2020-11-23,0.3,0.3,0.3,74.7,3.296774193548387,3.752459016393443,3.812087912087912,3.606830601092896,4.435035e-05,4.435035e-05,0.000279362,0.000279362,2.557459447416477e-05,1.9313582015456632e-05,1.5831637938390486e-05,1.618418173165992e-05,,0.0,9.063895413419232e-05,4.399688259582035e-05,7.457687024725601e-05,4.072995943715796e-05,3.607013786677271e-05,2.7634407160803676e-05,4.257661566953175e-05
943,943,943,307,307,307,2.0,6.850208282470703,1.44,76.0,2.0,2.0,7.0,9.0,9.7,,1.0,0.0,25.0,77.66666666666667,2.757142857142857,0.23,29.6,4.0,-88.053816,44.423696,1.0,7.1,10.0,,2020-11-26,0.0,9.7,9.7,10.7,1.941935483870968,2.842622950819672,2.7527472527472523,2.597540983606557,0.0002594639,0.0002594639,0.0002594639,0.0002594639,5.24417009728495e-05,3.4346867323620245e-05,2.5821305825957097e-05,3.2225125323748216e-05,0.0,0.0,0.0,3.488402626317111e-06,1.989005431823898e-05,9.715129635878839e-06,2.921172017522622e-05,3.473161632427946e-05,2.970491914311424e-05
944,944,944,547,547,547,5.0,17.315977096557617,1.48,46.0,2.0,2.2,5.5,92.0,21.3,0.0,1.0,0.0,18.0,87.0,2.306349206349206,0.05,5.2,0.0,-84.093941,30.380001,1.0,3.7,,0.0,2020-12-04,2.0,2.0,21.3,21.3,3.0387096774193547,2.3819672131147542,4.2505494505494505,4.24207650273224,3.1918421e-09,1.140593e-07,3.4436863e-07,3.4436863e-07,1.4358579392137472e-06,8.10055155398004e-07,2.207727902714396e-06,1.9580122625484364e-06,0.0,0.0,6.243873940547928e-05,3.6041223211213946e-05,8.162388257915154e-05,5.14383937115781e-05,2.981661782541778e-05,2.301103995705489e-05,4.834797073272057e-05
945,945,945,425,425,425,8.0,9.81601905822754,1.58,55.0,2.0,0.75,5.4,247.0,1.0,0.0,1.0,0.0,13.0,69.0,3.301587301587302,0.08,8.4,0.0,-82.438191,27.969058,1.0,6.0,76.0,0.0,2021-01-01,0.0,0.8,1.0,18.3,2.283870967741936,3.4098360655737703,2.7989010989010987,3.251912568306011,3.5419451e-15,1.6207435e-13,1.6207435e-13,2.297611e-06,9.20813576499313e-08,3.159762229643093e-07,2.71586515054878e-07,9.023090115078958e-07,0.0,2.577004852355458e-05,8.789877756498754e-05,9.13474868866615e-05,4.567374344333075e-05,2.6494784833630547e-05,2.202650466642808e-05,1.6304948076140136e-05,3.548304448486306e-05
946,946,946,41,41,41,14.0,48.05710220336914,1.6,46.0,4.0,0.81,6.4,3.0,6.0,4.0,1.0,25.0,97.0,0.0,0.3555555555555555,0.15,30.3,4.0,-94.186051,40.478587,1.0,11.1,200.0,0.0,2021-01-17,0.5,6.0,6.0,6.0,1.3166666666666669,1.5105263157894735,1.4698795180722892,1.2684713375796175,1.6368417e-09,1.6368417e-09,2.4954122e-07,4.109055e-06,3.0261378469731426e-06,6.609167030546814e-06,1.0983178071910515e-05,1.0751936315500645e-05,0.0,0.0,1.2174522453278769e-05,1.6619338566670194e-05,9.18742262001615e-06,9.25758376979502e-06,1.0724805179052055e-05,1.4155933968140744e-05,3.511940303724259e-05
947,947,947,78,78,78,3.0,0.2569535076618194,1.5,38.0,4.5,0.7,8.2,9.0,4.0,2.0,,46.0,97.0,0.0,0.1888888888888888,0.15,23.7,4.0,-99.130552,47.649937,1.0,14.9,48.0,0.0,2021-01-18,2.2,2.2,4.0,4.0,0.7,0.7000000000000002,0.7000000000000002,0.7,2.8106167e-06,1.9577048e-05,9.27663e-05,9.7142074e-05,1.529437577119097e-05,2.2879043171997185e-05,2.793397288769484e-05,2.4269493223982863e-05,0.0,0.0,0.0,0.0,1.6244937796727754e-05,9.023964594234712e-06,7.929753337521106e-06,7.699065463384613e-06,1.4517156159854494e-05
948,948,948,72,72,72,6.0,1.72263503074646,1.25,,1.0,4.5,6.5,0.91,4.3,,,0.0,18.0,23.666666666666668,0.6063492063492063,0.18,34.9,4.0,-96.952798,43.576294,1.0,14.4,,,2021-01-28,0.0,0.0,4.3,8.6,0.964516129032258,0.6262295081967213,0.7659340659340658,1.1486338797814206,8.4561194e-05,8.4561194e-05,8.4561194e-05,8.4561194e-05,8.218382390623447e-06,9.462996786169242e-06,2.837427928170655e-05,3.236484917579219e-05,0.0,0.0,0.0,1.63278480158624e-06,8.1639240079312e-07,4.574998911266448e-06,1.7808424672693945e-05,1.20921522466233e-05,2.1002797438995913e-05
